ky_tu,so_anh_chua,ty_le_anh,tong_so_lan_xuat_hien,ty_le_tan_suat
斮,1,0.0026%,1,0.0002%
旂,1,0.0026%,1,0.0002%
旈,1,0.0026%,1,0.0002%
无,1,0.0026%,1,0.0002%
旡,1,0.0026%,1,0.0002%
旭,1,0.0026%,1,0.0002%
旹,1,0.0026%,1,0.0002%
昉,1,0.0026%,1,0.0002%
映,1,0.0026%,1,0.0002%
昫,1,0.0026%,1,0.0002%
昹,1,0.0026%,1,0.0002%
昺,1,0.0026%,1,0.0002%
昼,1,0.0026%,1,0.0002%
晁,1,0.0026%,1,0.0002%
晅,1,0.0026%,1,0.0002%
晛,1,0.0026%,1,0.0002%
晥,1,0.0026%,1,0.0002%
晬,1,0.0026%,1,0.0002%
晭,1,0.0026%,1,0.0002%
晷,1,0.0026%,1,0.0002%
暃,1,0.0026%,1,0.0002%
暌,1,0.0026%,1,0.0002%
暏,1,0.0026%,1,0.0002%
暐,1,0.0026%,1,0.0002%
暝,1,0.0026%,1,0.0002%
暱,1,0.0026%,1,0.0002%
暵,1,0.0026%,1,0.0002%
暸,1,0.0026%,1,0.0002%
暾,1,0.0026%,1,0.0002%
曎,1,0.0026%,1,0.0002%
曙,1,0.0026%,1,0.0002%
曛,1,0.0026%,1,0.0002%
曜,1,0.0026%,1,0.0002%
曝,1,0.0026%,1,0.0002%
曩,1,0.0026%,1,0.0002%
杌,1,0.0026%,1,0.0002%
杞,1,0.0026%,1,0.0002%
杠,1,0.0026%,1,0.0002%
杪,1,0.0026%,1,0.0002%
杯,1,0.0026%,1,0.0002%
杰,1,0.0026%,1,0.0002%
析,1,0.0026%,1,0.0002%
枒,1,0.0026%,1,0.0002%
枢,1,0.0026%,1,0.0002%
枳,1,0.0026%,1,0.0002%
枵,1,0.0026%,1,0.0002%
柊,1,0.0026%,1,0.0002%
柷,1,0.0026%,1,0.0002%
栔,1,0.0026%,1,0.0002%
栩,1,0.0026%,1,0.0002%
桴,1,0.0026%,1,0.0002%
桿,1,0.0026%,1,0.0002%
梄,1,0.0026%,1,0.0002%
梇,1,0.0026%,1,0.0002%
梌,1,0.0026%,1,0.0002%
梠,1,0.0026%,1,0.0002%
梦,1,0.0026%,1,0.0002%
梩,1,0.0026%,1,0.0002%
梮,1,0.0026%,1,0.0002%
梱,1,0.0026%,1,0.0002%
棉,1,0.0026%,1,0.0002%
棓,1,0.0026%,1,0.0002%
棨,1,0.0026%,1,0.0002%
棵,1,0.0026%,1,0.0002%
椆,1,0.0026%,1,0.0002%
椊,1,0.0026%,1,0.0002%
椓,1,0.0026%,1,0.0002%
楏,1,0.0026%,1,0.0002%
楠,1,0.0026%,1,0.0002%
楦,1,0.0026%,1,0.0002%
楩,1,0.0026%,1,0.0002%
概,1,0.0026%,1,0.0002%
榉,1,0.0026%,1,0.0002%
榱,1,0.0026%,1,0.0002%
槅,1,0.0026%,1,0.0002%
槈,1,0.0026%,1,0.0002%
槌,1,0.0026%,1,0.0002%
槔,1,0.0026%,1,0.0002%
槳,1,0.0026%,1,0.0002%
樔,1,0.0026%,1,0.0002%
樭,1,0.0026%,1,0.0002%
樿,1,0.0026%,1,0.0002%
橄,1,0.0026%,1,0.0002%
橊,1,0.0026%,1,0.0002%
橏,1,0.0026%,1,0.0002%
橒,1,0.0026%,1,0.0002%
橹,1,0.0026%,1,0.0002%
橽,1,0.0026%,1,0.0002%
檇,1,0.0026%,1,0.0002%
檉,1,0.0026%,1,0.0002%
檎,1,0.0026%,1,0.0002%
檛,1,0.0026%,1,0.0002%
檠,1,0.0026%,1,0.0002%
欄,1,0.0026%,1,0.0002%
欗,1,0.0026%,1,0.0002%
款,1,0.0026%,1,0.0002%
歉,1,0.0026%,1,0.0002%
歹,1,0.0026%,1,0.0002%
殍,1,0.0026%,1,0.0002%
殖,1,0.0026%,1,0.0002%
殚,1,0.0026%,1,0.0002%
殪,1,0.0026%,1,0.0002%
殽,1,0.0026%,1,0.0002%
毂,1,0.0026%,1,0.0002%
毆,1,0.0026%,1,0.0002%
氅,1,0.0026%,1,0.0002%
汁,1,0.0026%,1,0.0002%
汙,1,0.0026%,1,0.0002%
汭,1,0.0026%,1,0.0002%
汶,1,0.0026%,1,0.0002%
泅,1,0.0026%,1,0.0002%
泔,1,0.0026%,1,0.0002%
泗,1,0.0026%,1,0.0002%
泪,1,0.0026%,1,0.0002%
泾,1,0.0026%,1,0.0002%
洁,1,0.0026%,1,0.0002%
洄,1,0.0026%,1,0.0002%
洎,1,0.0026%,1,0.0002%
洐,1,0.0026%,1,0.0002%
洘,1,0.0026%,1,0.0002%
洚,1,0.0026%,1,0.0002%
洱,1,0.0026%,1,0.0002%
洼,1,0.0026%,1,0.0002%
浄,1,0.0026%,1,0.0002%
浍,1,0.0026%,1,0.0002%
浞,1,0.0026%,1,0.0002%
浣,1,0.0026%,1,0.0002%
浥,1,0.0026%,1,0.0002%
浯,1,0.0026%,1,0.0002%
涂,1,0.0026%,1,0.0002%
涘,1,0.0026%,1,0.0002%
涝,1,0.0026%,1,0.0002%
涴,1,0.0026%,1,0.0002%
涿,1,0.0026%,1,0.0002%
淃,1,0.0026%,1,0.0002%
淍,1,0.0026%,1,0.0002%
淞,1,0.0026%,1,0.0002%
淤,1,0.0026%,1,0.0002%
淥,1,0.0026%,1,0.0002%
渉,1,0.0026%,1,0.0002%
渤,1,0.0026%,1,0.0002%
湈,1,0.0026%,1,0.0002%
湏,1,0.0026%,1,0.0002%
湓,1,0.0026%,1,0.0002%
湔,1,0.0026%,1,0.0002%
湞,1,0.0026%,1,0.0002%
湟,1,0.0026%,1,0.0002%
湫,1,0.0026%,1,0.0002%
湮,1,0.0026%,1,0.0002%
溘,1,0.0026%,1,0.0002%
溶,1,0.0026%,1,0.0002%
溷,1,0.0026%,1,0.0002%
滆,1,0.0026%,1,0.0002%
滩,1,0.0026%,1,0.0002%
滷,1,0.0026%,1,0.0002%
滸,1,0.0026%,1,0.0002%
漈,1,0.0026%,1,0.0002%
漠,1,0.0026%,1,0.0002%
漬,1,0.0026%,1,0.0002%
潆,1,0.0026%,1,0.0002%
潇,1,0.0026%,1,0.0002%
潴,1,0.0026%,1,0.0002%
澁,1,0.0026%,1,0.0002%
澮,1,0.0026%,1,0.0002%
濺,1,0.0026%,1,0.0002%
瀏,1,0.0026%,1,0.0002%
瀑,1,0.0026%,1,0.0002%
瀾,1,0.0026%,1,0.0002%
灸,1,0.0026%,1,0.0002%
炙,1,0.0026%,1,0.0002%
炩,1,0.0026%,1,0.0002%
点,1,0.0026%,1,0.0002%
烕,1,0.0026%,1,0.0002%
焮,1,0.0026%,1,0.0002%
煇,1,0.0026%,1,0.0002%
煒,1,0.0026%,1,0.0002%
煖,1,0.0026%,1,0.0002%
煜,1,0.0026%,1,0.0002%
煢,1,0.0026%,1,0.0002%
煨,1,0.0026%,1,0.0002%
煮,1,0.0026%,1,0.0002%
煽,1,0.0026%,1,0.0002%
熄,1,0.0026%,1,0.0002%
熏,1,0.0026%,1,0.0002%
燁,1,0.0026%,1,0.0002%
燐,1,0.0026%,1,0.0002%
燔,1,0.0026%,1,0.0002%
燦,1,0.0026%,1,0.0002%
燼,1,0.0026%,1,0.0002%
爌,1,0.0026%,1,0.0002%
牁,1,0.0026%,1,0.0002%
牂,1,0.0026%,1,0.0002%
牕,1,0.0026%,1,0.0002%
犁,1,0.0026%,1,0.0002%
犂,1,0.0026%,1,0.0002%
犒,1,0.0026%,1,0.0002%
犖,1,0.0026%,1,0.0002%
狠,1,0.0026%,1,0.0002%
独,1,0.0026%,1,0.0002%
狭,1,0.0026%,1,0.0002%
狽,1,0.0026%,1,0.0002%
猗,1,0.0026%,1,0.0002%
猱,1,0.0026%,1,0.0002%
猴,1,0.0026%,1,0.0002%
獒,1,0.0026%,1,0.0002%
獗,1,0.0026%,1,0.0002%
獴,1,0.0026%,1,0.0002%
玃,1,0.0026%,1,0.0002%
玠,1,0.0026%,1,0.0002%
玻,1,0.0026%,1,0.0002%
珂,1,0.0026%,1,0.0002%
珊,1,0.0026%,1,0.0002%
珑,1,0.0026%,1,0.0002%
珽,1,0.0026%,1,0.0002%
琤,1,0.0026%,1,0.0002%
琬,1,0.0026%,1,0.0002%
瑄,1,0.0026%,1,0.0002%
瑇,1,0.0026%,1,0.0002%
瑍,1,0.0026%,1,0.0002%
瑨,1,0.0026%,1,0.0002%
瑩,1,0.0026%,1,0.0002%
璇,1,0.0026%,1,0.0002%
璞,1,0.0026%,1,0.0002%
璣,1,0.0026%,1,0.0002%
璨,1,0.0026%,1,0.0002%
璲,1,0.0026%,1,0.0002%
瓈,1,0.0026%,1,0.0002%
瓴,1,0.0026%,1,0.0002%
甿,1,0.0026%,1,0.0002%
畀,1,0.0026%,1,0.0002%
畎,1,0.0026%,1,0.0002%
畬,1,0.0026%,1,0.0002%
畹,1,0.0026%,1,0.0002%
疐,1,0.0026%,1,0.0002%
疴,1,0.0026%,1,0.0002%
痘,1,0.0026%,1,0.0002%
痢,1,0.0026%,1,0.0002%
痣,1,0.0026%,1,0.0002%
痼,1,0.0026%,1,0.0002%
瘁,1,0.0026%,1,0.0002%
瘅,1,0.0026%,1,0.0002%
瘈,1,0.0026%,1,0.0002%
瘗,1,0.0026%,1,0.0002%
瘝,1,0.0026%,1,0.0002%
瘞,1,0.0026%,1,0.0002%
瘦,1,0.0026%,1,0.0002%
瘧,1,0.0026%,1,0.0002%
癋,1,0.0026%,1,0.0002%
癖,1,0.0026%,1,0.0002%
癯,1,0.0026%,1,0.0002%
癰,1,0.0026%,1,0.0002%
皁,1,0.0026%,1,0.0002%
皋,1,0.0026%,1,0.0002%
皐,1,0.0026%,1,0.0002%
皑,1,0.0026%,1,0.0002%
皜,1,0.0026%,1,0.0002%
盲,1,0.0026%,1,0.0002%
盻,1,0.0026%,1,0.0002%
眎,1,0.0026%,1,0.0002%
眞,1,0.0026%,1,0.0002%
睇,1,0.0026%,1,0.0002%
睘,1,0.0026%,1,0.0002%
睥,1,0.0026%,1,0.0002%
睹,1,0.0026%,1,0.0002%
瞙,1,0.0026%,1,0.0002%
瞪,1,0.0026%,1,0.0002%
瞭,1,0.0026%,1,0.0002%
瞰,1,0.0026%,1,0.0002%
瞶,1,0.0026%,1,0.0002%
瞽,1,0.0026%,1,0.0002%
矇,1,0.0026%,1,0.0002%
矓,1,0.0026%,1,0.0002%
硃,1,0.0026%,1,0.0002%
硫,1,0.0026%,1,0.0002%
碇,1,0.0026%,1,0.0002%
碏,1,0.0026%,1,0.0002%
磔,1,0.0026%,1,0.0002%
磴,1,0.0026%,1,0.0002%
磻,1,0.0026%,1,0.0002%
磽,1,0.0026%,1,0.0002%
礎,1,0.0026%,1,0.0002%
祓,1,0.0026%,1,0.0002%
祕,1,0.0026%,1,0.0002%
祛,1,0.0026%,1,0.0002%
禔,1,0.0026%,1,0.0002%
禖,1,0.0026%,1,0.0002%
禥,1,0.0026%,1,0.0002%
禩,1,0.0026%,1,0.0002%
禫,1,0.0026%,1,0.0002%
秃,1,0.0026%,1,0.0002%
秖,1,0.0026%,1,0.0002%
稟,1,0.0026%,1,0.0002%
稠,1,0.0026%,1,0.0002%
稭,1,0.0026%,1,0.0002%
稴,1,0.0026%,1,0.0002%
稹,1,0.0026%,1,0.0002%
窄,1,0.0026%,1,0.0002%
窆,1,0.0026%,1,0.0002%
窍,1,0.0026%,1,0.0002%
窝,1,0.0026%,1,0.0002%
窰,1,0.0026%,1,0.0002%
竺,1,0.0026%,1,0.0002%
笳,1,0.0026%,1,0.0002%
笺,1,0.0026%,1,0.0002%
筐,1,0.0026%,1,0.0002%
筲,1,0.0026%,1,0.0002%
简,1,0.0026%,1,0.0002%
箤,1,0.0026%,1,0.0002%
篁,1,0.0026%,1,0.0002%
篋,1,0.0026%,1,0.0002%
篌,1,0.0026%,1,0.0002%
篙,1,0.0026%,1,0.0002%
篚,1,0.0026%,1,0.0002%
篦,1,0.0026%,1,0.0002%
篷,1,0.0026%,1,0.0002%
簜,1,0.0026%,1,0.0002%
簞,1,0.0026%,1,0.0002%
籚,1,0.0026%,1,0.0002%
籤,1,0.0026%,1,0.0002%
籥,1,0.0026%,1,0.0002%
粢,1,0.0026%,1,0.0002%
粳,1,0.0026%,1,0.0002%
糗,1,0.0026%,1,0.0002%
糞,1,0.0026%,1,0.0002%
糲,1,0.0026%,1,0.0002%
糶,1,0.0026%,1,0.0002%
紉,1,0.0026%,1,0.0002%
紐,1,0.0026%,1,0.0002%
紘,1,0.0026%,1,0.0002%
紬,1,0.0026%,1,0.0002%
紲,1,0.0026%,1,0.0002%
紳,1,0.0026%,1,0.0002%
紺,1,0.0026%,1,0.0002%
紿,1,0.0026%,1,0.0002%
絁,1,0.0026%,1,0.0002%
絅,1,0.0026%,1,0.0002%
絛,1,0.0026%,1,0.0002%
絰,1,0.0026%,1,0.0002%
絳,1,0.0026%,1,0.0002%
絵,1,0.0026%,1,0.0002%
綆,1,0.0026%,1,0.0002%
綗,1,0.0026%,1,0.0002%
綣,1,0.0026%,1,0.0002%
緇,1,0.0026%,1,0.0002%
緜,1,0.0026%,1,0.0002%
緞,1,0.0026%,1,0.0002%
締,1,0.0026%,1,0.0002%
緦,1,0.0026%,1,0.0002%
縹,1,0.0026%,1,0.0002%
繏,1,0.0026%,1,0.0002%
繒,1,0.0026%,1,0.0002%
繙,1,0.0026%,1,0.0002%
繾,1,0.0026%,1,0.0002%
纊,1,0.0026%,1,0.0002%
纙,1,0.0026%,1,0.0002%
级,1,0.0026%,1,0.0002%
继,1,0.0026%,1,0.0002%
缹,1,0.0026%,1,0.0002%
罅,1,0.0026%,1,0.0002%
罒,1,0.0026%,1,0.0002%
罙,1,0.0026%,1,0.0002%
羆,1,0.0026%,1,0.0002%
羌,1,0.0026%,1,0.0002%
羗,1,0.0026%,1,0.0002%
羮,1,0.0026%,1,0.0002%
羸,1,0.0026%,1,0.0002%
翅,1,0.0026%,1,0.0002%
翦,1,0.0026%,1,0.0002%
翳,1,0.0026%,1,0.0002%
耘,1,0.0026%,1,0.0002%
耤,1,0.0026%,1,0.0002%
耧,1,0.0026%,1,0.0002%
聒,1,0.0026%,1,0.0002%
聮,1,0.0026%,1,0.0002%
聶,1,0.0026%,1,0.0002%
肈,1,0.0026%,1,0.0002%
肌,1,0.0026%,1,0.0002%
肔,1,0.0026%,1,0.0002%
肙,1,0.0026%,1,0.0002%
肚,1,0.0026%,1,0.0002%
肬,1,0.0026%,1,0.0002%
肸,1,0.0026%,1,0.0002%
胘,1,0.0026%,1,0.0002%
胸,1,0.0026%,1,0.0002%
脛,1,0.0026%,1,0.0002%
脯,1,0.0026%,1,0.0002%
脽,1,0.0026%,1,0.0002%
腈,1,0.0026%,1,0.0002%
腔,1,0.0026%,1,0.0002%
腛,1,0.0026%,1,0.0002%
腤,1,0.0026%,1,0.0002%
腳,1,0.0026%,1,0.0002%
腴,1,0.0026%,1,0.0002%
腸,1,0.0026%,1,0.0002%
膚,1,0.0026%,1,0.0002%
膾,1,0.0026%,1,0.0002%
臟,1,0.0026%,1,0.0002%
臥,1,0.0026%,1,0.0002%
舐,1,0.0026%,1,0.0002%
舡,1,0.0026%,1,0.0002%
舳,1,0.0026%,1,0.0002%
艎,1,0.0026%,1,0.0002%
艫,1,0.0026%,1,0.0002%
艮,1,0.0026%,1,0.0002%
芀,1,0.0026%,1,0.0002%
芋,1,0.0026%,1,0.0002%
芎,1,0.0026%,1,0.0002%
芟,1,0.0026%,1,0.0002%
芦,1,0.0026%,1,0.0002%
芨,1,0.0026%,1,0.0002%
芫,1,0.0026%,1,0.0002%
苫,1,0.0026%,1,0.0002%
苲,1,0.0026%,1,0.0002%
茀,1,0.0026%,1,0.0002%
茧,1,0.0026%,1,0.0002%
茫,1,0.0026%,1,0.0002%
荭,1,0.0026%,1,0.0002%
荳,1,0.0026%,1,0.0002%
莛,1,0.0026%,1,0.0002%
莢,1,0.0026%,1,0.0002%
莨,1,0.0026%,1,0.0002%
莱,1,0.0026%,1,0.0002%
菇,1,0.0026%,1,0.0002%
菌,1,0.0026%,1,0.0002%
菑,1,0.0026%,1,0.0002%
菽,1,0.0026%,1,0.0002%
萤,1,0.0026%,1,0.0002%
葙,1,0.0026%,1,0.0002%
葭,1,0.0026%,1,0.0002%
葺,1,0.0026%,1,0.0002%
蒄,1,0.0026%,1,0.0002%
蒋,1,0.0026%,1,0.0002%
蒭,1,0.0026%,1,0.0002%
蓃,1,0.0026%,1,0.0002%
蓊,1,0.0026%,1,0.0002%
蓩,1,0.0026%,1,0.0002%
蓰,1,0.0026%,1,0.0002%
蓽,1,0.0026%,1,0.0002%
蔠,1,0.0026%,1,0.0002%
蕕,1,0.0026%,1,0.0002%
蕝,1,0.0026%,1,0.0002%
蕧,1,0.0026%,1,0.0002%
蕴,1,0.0026%,1,0.0002%
薇,1,0.0026%,1,0.0002%
薕,1,0.0026%,1,0.0002%
薮,1,0.0026%,1,0.0002%
薸,1,0.0026%,1,0.0002%
薹,1,0.0026%,1,0.0002%
薺,1,0.0026%,1,0.0002%
藪,1,0.0026%,1,0.0002%
蘖,1,0.0026%,1,0.0002%
虀,1,0.0026%,1,0.0002%
虞,1,0.0026%,1,0.0002%
虬,1,0.0026%,1,0.0002%
蚋,1,0.0026%,1,0.0002%
蚌,1,0.0026%,1,0.0002%
蚓,1,0.0026%,1,0.0002%
蚺,1,0.0026%,1,0.0002%
蛉,1,0.0026%,1,0.0002%
蛤,1,0.0026%,1,0.0002%
蜉,1,0.0026%,1,0.0002%
蜞,1,0.0026%,1,0.0002%
蜡,1,0.0026%,1,0.0002%
蜺,1,0.0026%,1,0.0002%
蝇,1,0.0026%,1,0.0002%
蝎,1,0.0026%,1,0.0002%
蝠,1,0.0026%,1,0.0002%
蝣,1,0.0026%,1,0.0002%
蝦,1,0.0026%,1,0.0002%
蝼,1,0.0026%,1,0.0002%
螂,1,0.0026%,1,0.0002%
螉,1,0.0026%,1,0.0002%
螢,1,0.0026%,1,0.0002%
螣,1,0.0026%,1,0.0002%
蟥,1,0.0026%,1,0.0002%
蠅,1,0.0026%,1,0.0002%
蠹,1,0.0026%,1,0.0002%
衒,1,0.0026%,1,0.0002%
衬,1,0.0026%,1,0.0002%
衷,1,0.0026%,1,0.0002%
衽,1,0.0026%,1,0.0002%
袏,1,0.0026%,1,0.0002%
袑,1,0.0026%,1,0.0002%
袒,1,0.0026%,1,0.0002%
袞,1,0.0026%,1,0.0002%
袪,1,0.0026%,1,0.0002%
袴,1,0.0026%,1,0.0002%
袵,1,0.0026%,1,0.0002%
裸,1,0.0026%,1,0.0002%
裹,1,0.0026%,1,0.0002%
複,1,0.0026%,1,0.0002%
褓,1,0.0026%,1,0.0002%
褥,1,0.0026%,1,0.0002%
褻,1,0.0026%,1,0.0002%
襁,1,0.0026%,1,0.0002%
訁,1,0.0026%,1,0.0002%
訌,1,0.0026%,1,0.0002%
訕,1,0.0026%,1,0.0002%
訝,1,0.0026%,1,0.0002%
詬,1,0.0026%,1,0.0002%
誹,1,0.0026%,1,0.0002%
諛,1,0.0026%,1,0.0002%
謦,1,0.0026%,1,0.0002%
謫,1,0.0026%,1,0.0002%
謭,1,0.0026%,1,0.0002%
謳,1,0.0026%,1,0.0002%
譓,1,0.0026%,1,0.0002%
譔,1,0.0026%,1,0.0002%
讌,1,0.0026%,1,0.0002%
讟,1,0.0026%,1,0.0002%
讠,1,0.0026%,1,0.0002%
计,1,0.0026%,1,0.0002%
诉,1,0.0026%,1,0.0002%
诰,1,0.0026%,1,0.0002%
诱,1,0.0026%,1,0.0002%
诸,1,0.0026%,1,0.0002%
谊,1,0.0026%,1,0.0002%
豚,1,0.0026%,1,0.0002%
貅,1,0.0026%,1,0.0002%
貮,1,0.0026%,1,0.0002%
賙,1,0.0026%,1,0.0002%
賥,1,0.0026%,1,0.0002%
賽,1,0.0026%,1,0.0002%
贏,1,0.0026%,1,0.0002%
贾,1,0.0026%,1,0.0002%
赂,1,0.0026%,1,0.0002%
趁,1,0.0026%,1,0.0002%
趄,1,0.0026%,1,0.0002%
趋,1,0.0026%,1,0.0002%
趦,1,0.0026%,1,0.0002%
趺,1,0.0026%,1,0.0002%
跏,1,0.0026%,1,0.0002%
跖,1,0.0026%,1,0.0002%
跙,1,0.0026%,1,0.0002%
跛,1,0.0026%,1,0.0002%
跟,1,0.0026%,1,0.0002%
跣,1,0.0026%,1,0.0002%
跤,1,0.0026%,1,0.0002%
跲,1,0.0026%,1,0.0002%
踖,1,0.0026%,1,0.0002%
踘,1,0.0026%,1,0.0002%
踦,1,0.0026%,1,0.0002%
蹂,1,0.0026%,1,0.0002%
蹄,1,0.0026%,1,0.0002%
蹉,1,0.0026%,1,0.0002%
蹐,1,0.0026%,1,0.0002%
蹥,1,0.0026%,1,0.0002%
蹲,1,0.0026%,1,0.0002%
躁,1,0.0026%,1,0.0002%
躇,1,0.0026%,1,0.0002%
躊,1,0.0026%,1,0.0002%
躓,1,0.0026%,1,0.0002%
躱,1,0.0026%,1,0.0002%
躲,1,0.0026%,1,0.0002%
躶,1,0.0026%,1,0.0002%
軋,1,0.0026%,1,0.0002%
軐,1,0.0026%,1,0.0002%
軺,1,0.0026%,1,0.0002%
軻,1,0.0026%,1,0.0002%
軼,1,0.0026%,1,0.0002%
輓,1,0.0026%,1,0.0002%
輼,1,0.0026%,1,0.0002%
轇,1,0.0026%,1,0.0002%
轒,1,0.0026%,1,0.0002%
轕,1,0.0026%,1,0.0002%
轘,1,0.0026%,1,0.0002%
轡,1,0.0026%,1,0.0002%
轢,1,0.0026%,1,0.0002%
轻,1,0.0026%,1,0.0002%
载,1,0.0026%,1,0.0002%
轿,1,0.0026%,1,0.0002%
辕,1,0.0026%,1,0.0002%
辣,1,0.0026%,1,0.0002%
迓,1,0.0026%,1,0.0002%
进,1,0.0026%,1,0.0002%
连,1,0.0026%,1,0.0002%
逑,1,0.0026%,1,0.0002%
逡,1,0.0026%,1,0.0002%
遀,1,0.0026%,1,0.0002%
遨,1,0.0026%,1,0.0002%
遯,1,0.0026%,1,0.0002%
遹,1,0.0026%,1,0.0002%
邢,1,0.0026%,1,0.0002%
邯,1,0.0026%,1,0.0002%
邰,1,0.0026%,1,0.0002%
郝,1,0.0026%,1,0.0002%
郸,1,0.0026%,1,0.0002%
鄅,1,0.0026%,1,0.0002%
鄚,1,0.0026%,1,0.0002%
酩,1,0.0026%,1,0.0002%
醪,1,0.0026%,1,0.0002%
醬,1,0.0026%,1,0.0002%
醲,1,0.0026%,1,0.0002%
釖,1,0.0026%,1,0.0002%
釜,1,0.0026%,1,0.0002%
釣,1,0.0026%,1,0.0002%
釼,1,0.0026%,1,0.0002%
釿,1,0.0026%,1,0.0002%
鉋,1,0.0026%,1,0.0002%
鉏,1,0.0026%,1,0.0002%
銊,1,0.0026%,1,0.0002%
銜,1,0.0026%,1,0.0002%
銣,1,0.0026%,1,0.0002%
鋃,1,0.0026%,1,0.0002%
鋑,1,0.0026%,1,0.0002%
鋞,1,0.0026%,1,0.0002%
鋧,1,0.0026%,1,0.0002%
鋩,1,0.0026%,1,0.0002%
鋰,1,0.0026%,1,0.0002%
錙,1,0.0026%,1,0.0002%
錝,1,0.0026%,1,0.0002%
錠,1,0.0026%,1,0.0002%
鍉,1,0.0026%,1,0.0002%
鍊,1,0.0026%,1,0.0002%
鍰,1,0.0026%,1,0.0002%
鎁,1,0.0026%,1,0.0002%
鎏,1,0.0026%,1,0.0002%
鎔,1,0.0026%,1,0.0002%
鎢,1,0.0026%,1,0.0002%
鎸,1,0.0026%,1,0.0002%
鏇,1,0.0026%,1,0.0002%
鏌,1,0.0026%,1,0.0002%
鏍,1,0.0026%,1,0.0002%
鏏,1,0.0026%,1,0.0002%
鏓,1,0.0026%,1,0.0002%
鏗,1,0.0026%,1,0.0002%
鏞,1,0.0026%,1,0.0002%
鐐,1,0.0026%,1,0.0002%
鐰,1,0.0026%,1,0.0002%
鑊,1,0.0026%,1,0.0002%
鑕,1,0.0026%,1,0.0002%
鑼,1,0.0026%,1,0.0002%
钅,1,0.0026%,1,0.0002%
钗,1,0.0026%,1,0.0002%
铬,1,0.0026%,1,0.0002%
镲,1,0.0026%,1,0.0002%
閘,1,0.0026%,1,0.0002%
閥,1,0.0026%,1,0.0002%
閬,1,0.0026%,1,0.0002%
閼,1,0.0026%,1,0.0002%
闈,1,0.0026%,1,0.0002%
闓,1,0.0026%,1,0.0002%
闞,1,0.0026%,1,0.0002%
闰,1,0.0026%,1,0.0002%
闲,1,0.0026%,1,0.0002%
间,1,0.0026%,1,0.0002%
闷,1,0.0026%,1,0.0002%
闻,1,0.0026%,1,0.0002%
阎,1,0.0026%,1,0.0002%
阕,1,0.0026%,1,0.0002%
队,1,0.0026%,1,0.0002%
阨,1,0.0026%,1,0.0002%
阱,1,0.0026%,1,0.0002%
阳,1,0.0026%,1,0.0002%
陬,1,0.0026%,1,0.0002%
陿,1,0.0026%,1,0.0002%
隀,1,0.0026%,1,0.0002%
隤,1,0.0026%,1,0.0002%
隺,1,0.0026%,1,0.0002%
雞,1,0.0026%,1,0.0002%
霓,1,0.0026%,1,0.0002%
霰,1,0.0026%,1,0.0002%
霽,1,0.0026%,1,0.0002%
靚,1,0.0026%,1,0.0002%
鞀,1,0.0026%,1,0.0002%
鞌,1,0.0026%,1,0.0002%
鞏,1,0.0026%,1,0.0002%
鞦,1,0.0026%,1,0.0002%
韆,1,0.0026%,1,0.0002%
韬,1,0.0026%,1,0.0002%
頏,1,0.0026%,1,0.0002%
頬,1,0.0026%,1,0.0002%
顓,1,0.0026%,1,0.0002%
顰,1,0.0026%,1,0.0002%
颺,1,0.0026%,1,0.0002%
风,1,0.0026%,1,0.0002%
飠,1,0.0026%,1,0.0002%
飧,1,0.0026%,1,0.0002%
飼,1,0.0026%,1,0.0002%
飽,1,0.0026%,1,0.0002%
餅,1,0.0026%,1,0.0002%
館,1,0.0026%,1,0.0002%
餱,1,0.0026%,1,0.0002%
饘,1,0.0026%,1,0.0002%
饬,1,0.0026%,1,0.0002%
馥,1,0.0026%,1,0.0002%
駛,1,0.0026%,1,0.0002%
駝,1,0.0026%,1,0.0002%
駡,1,0.0026%,1,0.0002%
騂,1,0.0026%,1,0.0002%
騖,1,0.0026%,1,0.0002%
驁,1,0.0026%,1,0.0002%
驄,1,0.0026%,1,0.0002%
驊,1,0.0026%,1,0.0002%
马,1,0.0026%,1,0.0002%
骠,1,0.0026%,1,0.0002%
髦,1,0.0026%,1,0.0002%
髻,1,0.0026%,1,0.0002%
鬂,1,0.0026%,1,0.0002%
鬏,1,0.0026%,1,0.0002%
鬯,1,0.0026%,1,0.0002%
鬲,1,0.0026%,1,0.0002%
魑,1,0.0026%,1,0.0002%
鯉,1,0.0026%,1,0.0002%
鯸,1,0.0026%,1,0.0002%
鯺,1,0.0026%,1,0.0002%
鰌,1,0.0026%,1,0.0002%
鰕,1,0.0026%,1,0.0002%
鱔,1,0.0026%,1,0.0002%
鲠,1,0.0026%,1,0.0002%
鳾,1,0.0026%,1,0.0002%
鴟,1,0.0026%,1,0.0002%
鴦,1,0.0026%,1,0.0002%
鴿,1,0.0026%,1,0.0002%
鶇,1,0.0026%,1,0.0002%
鶚,1,0.0026%,1,0.0002%
鷁,1,0.0026%,1,0.0002%
鷖,1,0.0026%,1,0.0002%
鷙,1,0.0026%,1,0.0002%
鸝,1,0.0026%,1,0.0002%
麝,1,0.0026%,1,0.0002%
黍,1,0.0026%,1,0.0002%
黻,1,0.0026%,1,0.0002%
黼,1,0.0026%,1,0.0002%
黿,1,0.0026%,1,0.0002%
鼇,1,0.0026%,1,0.0002%
鼈,1,0.0026%,1,0.0002%
鼯,1,0.0026%,1,0.0002%
齏,1,0.0026%,1,0.0002%
